oneMax,16,-16,570,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],0.8280956745147705,30,0.1,0.1
oneMax,16,-15,390,[1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1],0.8124775886535645,30,0.1,0.1
oneMax,16,-15,330,[1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1],0.8124740123748779,30,0.1,0.1
oneMax,16,-15,1920,[1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1],0.8124737739562988,30,0.1,0.1
oneMax,16,-15,1830,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0],0.8084316253662109,30,0.1,0.1
oneMax,16,-15,780,[1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1],0.8124737739562988,30,0.1,0.1
oneMax,16,-16,35430,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],0.8124761581420898,30,0.1,0.1
oneMax,16,-15,1860,[1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1],0.7968497276306152,30,0.1,0.1
oneMax,16,-15,240,[1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1],0.812476634979248,30,0.1,0.1
oneMax,16,-16,18090,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],0.8124732971191406,30,0.1,0.1
oneMax,16,-16,1830,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],0.7968502044677734,30,0.1,0.1
oneMax,16,-16,1860,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],0.8124752044677734,30,0.1,0.1
oneMax,16,-15,3630,[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],0.8124744892120361,30,0.1,0.1
oneMax,16,-16,990,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],0.8124752044677734,30,0.1,0.1
oneMax,16,-15,3570,[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],0.8280985355377197,30,0.1,0.1
oneMax,16,-16,1890,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],0.7968478202819824,30,0.1,0.1
oneMax,16,-16,450,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],0.8124771118164062,30,0.1,0.1
oneMax,16,-16,33420,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],0.8124735355377197,30,0.1,0.1
oneMax,16,-16,1890,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],0.8303244113922119,30,0.1,0.1
oneMax,16,-16,630,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],0.7968494892120361,30,0.1,0.1
oneMax,16,-15,540,[1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1],0.8124752044677734,30,0.1,0.1
